text,label
阿勒泰文旅局喊雷军来打卡,1
胡歌质问腾讯视频,0
小米官宣6款充电宝新品,1
雷军致谢,1
双11抄作业就抄天猫热卖王,0
雷军确认小米15涨价,1
HYBE向腾讯音乐出售SM股份,0
雷军李在镕合影,1
小米SU7高速碰撞爆燃事件细节,0
腾讯回应拴Q,0
小米YU7怎么读,1
巴黎街头的小米SU7,1
大司马小米高管直播玩鹅鸭杀,0
雷军回应小米6G成果,1
小米YU7,1
小米集团涨超5%创历史新高,1
雷军称小米SU7Ultra定位是新豪车,1
小米澎湃OS更新,1
天猫双11万元券包冲刺速用,1
雷军收到YU7车主送的蒜鸟玩偶,1
曝阿里将发布重磅业务,1
腾讯视频 幸会嘻哈,1
卢伟冰剧透小米YU7价格,1
雷军谈新su7涨价,1
理想小米同一个地方开发布会,1
小米公布一起黑公关案件,0
腾讯你是会排版的,1
小米称此次事件严重伤害米粉感情,0
雷军称考虑过出大众配置车型,1
小米中央空调,1
何小鹏晒单YU7雷军期待G7,1
小米SU7 Ultra,1
雷军现身小米总部略显消瘦,1
小米食堂发布小米冰激凌,1
雷军吃冻梨被冻出表情包,1
雷军亲自发开工红包,1
王腾回应小米股价暴跌,1
高德升级为阿里生活服务超级入口,1
雷军黑衬衫,1
雷军称小米车轮子撞掉是丢轮保车,0
400位小米SU7车主调研报告,1
雷军称AI换脸拟声成违法重灾区,0
警方回应小米SU7高速车祸致3死,1
苹果发布会介绍腾讯新游戏,1
侮辱雷军小米博主发道歉信,0
小米暂停SU7Ultra限制马力版本推送,1
极越高管称雷军是最恶劣的商人本质,0
小米发布会,1
小米澎湃OS3,1
小米高管回应保时捷纽北超越SU7,1
腾讯暑期档怎么了,0
雷军回应YU7能否打赢Model Y,1
小米汽车自己开走车主否认手机操作,0
红米Turbo5获小米10亿内存补贴,1
小米新机入网,1
雷军每天免费送五千顶的帽子价值129元,1
小米新SU7功能即将向其他车型推送,1
小米的mi倒过来就是仙桃的仙,0
苹果华为小米位列手机热搜品牌前三,1
蛋仔派对皮肤首次参与天猫618,1
曝阿里禁用Claude,0
小米汽车毛利率超越特斯拉,1
小米自主研发设计手机芯片将发布,1
腾讯视频账号6次超限或面临封号,0
天猫双11错过今晚就要再等365天,0
网传SU7撞2人后起火焚毁,0
奈丝公主618值得囤,1
雷军呼吁大家看信息别被水军误导,0
天猫618跟着杨迪看榜买好物,1
小米发布会,1
抠小米镀金车标是否构成刑事犯罪,0
小米YU7和焕新ModelY你更看好谁,1
小米YU7GT发布会定档,1
小米门锁误识外卖员人脸开锁成功,0
小米yu7将亮相好博会,1
腾讯视频 幸会嘻哈,1
雷军官宣玄戒O100,1
腾讯一季度收入1800.22亿,1
小米17Ultra首发徕卡2亿真光变镜头,1
天猫双11再发万元大券包,1
虞书欣丁禹兮腾讯扫楼,1
雷军疑似回应余承东,1
小米17Ultra,1
小米之家 雪糕,1
字节腾讯同日抢人,1
尚雯婕没去歌手去618了,1
小米汽车单台平均亏损4.5万元,0
小米15Ultra打卡8D魔幻城市,1
小米汽车公布增程器,1
中保研首撞小米SU7,0
小米17Pro和iPhone17Pro真机对比,0
阿里巴巴市值大涨2000亿,1
小米超跑亮相,1
雷军回应小米超强钢争议,1
雷军正面迎战iPhone,1
腾讯到白玉兰只干一件事,0
雷军开法拉利引热议,1
迪奥客服回应丰唇蜜中含有小米椒,0
天猫双11大额券今天用完明天再发,1
车企力挺小米17,1
小米打假雷军致公众的一封信,0
小米股价大跌超8%,0
小米su7被借拍色情片疑车主发声,0
雷军晒观礼请柬,1
小米营收创上市以来新高,1
央视与腾讯就巴黎奥运会达成合作,1
雷军第92次健身房打卡,1
今年618补贴力度超过去年,1
雷军让李斌别唱了,0
雷军第40次健身房打卡,1
影之刃零制作人亮相腾讯发布会,1
苹果中国销量衰退被小米反超,0
雷军一条视频拯救了这家辣酱企业,1
腾讯视频星光大赏,1
小米大芯片研发费投入超210亿,1
小米主动召回某型号部分充电宝产品,0
雷军回应直播间炸麦,1
小米澎程可变空间设计曝光,1
雷军抽奖,1
腾讯视频11月大剧片单上新,1
小米新SU7客户画像,1
雷军对小米年轻管理者很宽容,1
小米手机,1
小米官宣YU7交付能力大幅提升,1
京东618最后一波一元秒杀,1
明晚8点京东发6180元,1
王腾从小米离开后成立新公司,1
如何看待硬装结束雷军进场,1
小米YU7首发量产天际屏,1
曝兰博基尼首席外饰设计加盟小米,1
小米汽车,1
雷军首曝小米可换镜头手机,1
特斯拉销量冠军因SU7加了定语,1
雷军吃热干面被指模仿黄仁勋,1
618淘宝直播红包,1
员工回应雷军发红包,1
雷军说小米造车5年只做了两个系列,0
小米SU7Ultra限制1500匹马力,1
雷军3个感谢,1
小米新品发布会,1
小米SU7坠崖一家四口安然无恙,1
大学生拉推车喜提天猫首波快递,1
雷军来中国航展了,1
阿里巴巴回应千问崩了,0
小米18系列发布会日期曝光,1
客服回应网传小米SU7成都起火,0
男生看见雷军直接递上简历,1
阿里跌超10%,0
阿里巴巴全球数学竞赛获奖名单公布,1
新华社评小米对标苹果,0
腾讯视频9月大剧片单,1
雷军强调两遍只有澎程能做,1
董明珠再点名小米汽车,1
小米YU7,1
腾讯视频收集逐玉盗版线索,0
苏炳添赞新SU7为中国科技骄傲,1
广州某高校辟谣禁止小米汽车入校,1
小米空调10年免费加氟,0
小米三区洗,0
腾讯2024年财报,1
小米发布会 小米汽车,1
小米YU7颜色,1
小米增程SUV路测三年,1
小米财报,1
小米18Fold,1
AI为小米汽车带来出行新体验,1
小米称推测澎程价格要讲科学,1
欣小萌超级变变变出天猫红包,1
新一代SU7,1
网友喊话雷军生产卫生巾,0
小米公司发言人回应,1
小米汽车交付量超30000台,1
雷军一句话卖出一辆车,1
雷军认为小鹏MONA很OK,1
爱奇艺和腾讯为什么要争脱口秀,1
小米15Ultra,1
雷军建议优化新能源汽车号牌设计,1
苹果和阿里将为中国iPhone开发AI功能,1
腾讯游戏发布会,1
武大雷军班录取分数,1
张勇等9人退出阿里合伙人,0
陈震 小米,1
小米澎湃OS3核心升级汇总,1
小米股票,1
小米汽车二季度收入206亿,1
小米新手表手环曝光,1
小米召回11.7万辆标准版SU7,0
易烊千玺天猫双11开幕盛典,1
小米调价,1
腾讯八部热度破30000剧集,0
雷军承诺做好三件事,1
最佳菜鸟,0
小米汽车未交付催收尾款案一审宣判,0
小米能让增程车翻红吗,1
雷军说有点小紧张,1
小米紧急呼叫系统救援昏迷车主,1
国家发改委赴小米集团开展工作调研,1
小米澎程发布会,1
雷军再回应雷军AI配音,1
阿里巴巴百度蔚来紧急公告,1
雷军演讲,1
淘宝百亿补贴111元抢小米三件套,1
小米车主遭特斯拉车主别车辱骂,0
小米汽车考虑2027年出国,1
林大厨为京东618开心夜做外卖了,1
天猫双十一5折日用品你囤了吗,1
杜华被雷军问还有哪些艺人的反应,1
苹果考虑将腾讯字节AI模型嵌入iPhone,1
腾讯官宣等风热吻你,1
腾讯视频金鹅荣誉,1
小米YU7磁吸纸巾盒卖169元,0
檀健次在天猫大集开店卖小吃,1
小米发布会,1
腾讯视频星光大赏,1
小米许斐回应被通报批评,1
雷军真去拧螺丝了,0
小米汽车2025年交付目标30万辆,1
京东618推出明星惊喜券,1
同价买奥迪还是买小米,1
小米股票,1
雷军每天免费送五千顶的帽子价值129元,1
曝小米汽车成立架构部,1
阿里巴巴美股涨超10%,1
雷总你在小米是做什么的,1
小米15Ultra,1
小米高通庆祝15年合作,1
第一批坐进小米澎程的人怎么说,1
阿里押注长鑫76亿搏出近1700亿,1
雷军再强调辅助驾驶无法代替人类,1
雷军晒玄戒O1纪念品,1
小米Yu7,1
雷军庆祝小米手机15周年,1
雷军称不要迷信BBA,1
马云现身阿里园区和大家热情打招呼,1
小米获独立造车资质,1
小米MIXFlip2满分小折,1
雷军回应国庆7天AI雷军骂了8天,0
小米有数百项空调相关专利申请,1
阿里投资长鑫浮盈1600亿元,1
曝新款小米SU7将配机械门把手,1
腾讯视频星光大赏阵容,1
小米su7撞坏上百米护栏十多辆车,0
雷军确认第一代SU7停产,1
小米车险上线,1
舒淇代言SU7,1
董明珠再回应与雷军赌约,1
天猫买全屋万元大家电只要618元,1
天猫618补贴高考生4000元,1
雷军夸保时捷,1
雷军说确实说错了,1
小米SU7冲出停车场致一死三伤,0
腾讯今天官宣好多剧,1
雷军称新SU7做不到加量不加价,1
和杨迪一起看好六上天猫冲奥,1
极客湾小米15性能评测,1
京东再发6180元补贴,1
小米汽车yu7颜色,1
雷军的营销风格能不能被模仿,1
雷军说被小字营销搞怕了,0
小米15SPro一个月实测分享,1
快30岁才知道雷军这些话都是真的,0
618闭眼冲iQOO新品,1
小米深圳国际总部启用,1
王腾让雷军盖个被子别感冒了,1
雷军余承东李斌同框,1
腾讯视频11月电视剧片单,1
小米新SU7,1
被易烊千玺种草了天猫618,1
景区推含野菜小米粥红军餐一份30元,0
雷军雨天健身房打卡,1
雷军回应小米YU7首拆视频,1
小米17 王腾,1
小米17ProMax512GB起步,1
小米冬测质疑,0
小米澎程N90,1
雷军回应演讲推迟原因,1
周深2025腾讯音乐榜年度歌手,1
小米滑板车,1
吃到腾讯芒果商战红利了,1
雷军夸保时捷,1
雷军回应第一次挥方格旗,1
新一代SU7靛石绿,1
小伙家有200台小米设备不满手机售后,0
小米发布会,1
腾讯客服称暂未支持访客记录查询,0
腾讯客服回应朋友圈照片变清晰,0
小米SU7事故遇难者家属回应进展,1
天猫双11巅峰冲刺新发万元大券包,1
小米YU7大定3分钟破20万台,1
雷军送2000份玄戒O1芯片,1
小米高管谈冰箱得房率,1
腾讯视频Q4预排播剧目,1
今年618的第一个锦鲤诞生了,1
雷军回武大发了100万奖学金,1
小米AI眼镜售价1999元起,1
618万元红包雨,1
腾讯视频JUMPPARK,1
小米YU7成国产新能源车保值率第一,1
小米集团第一季度营收1112.9亿,1
小米王化回应雷军广告报价,1
小米持有多项保密专利,1
618家装开始卷服务了,0
小米新SU7首批车主交付仪式,1
雷军官宣小米新品发布会时间,1
菜鸟驿站对取件未出库罚款100元,0
雷军说被黑出了心理阴影,0
小米17配色,1
雷军称10月目标是交付2万辆,1
新一代小米SU7共有6款轮毂,1
618我大大方方省了很多钱,1
小米SU7出租车司机被同行举报,0
小米食堂说冰淇淋机快冒烟了,0
极客湾小米15性能评测,1
租房也要趁618过上高配版生活,1
小米17Fold曝光,1
小米把紫色玩明白了,1
小米澎程发布会定档,1
雷军回应小米15涨价幅度,1
SU7坠崖车主发文感谢雷军,1
小米手机维修备件价格公布,0
小米su7被大众追尾后者当场起火,0
618发券力度都向天猫看齐,1
格力诉小米米家电风扇侵权一案胜诉,1
雷军 小米17系列首销成绩远超预期,1
湖北仙桃为雷军送上贺电,1
雷军到达上海后还有余电,1
小米汽车卖一辆亏3万,0
雷军发布会后发文致谢,1
夜神小米15Ultra拍到的璀璨星河,1
小米汽车,1
腾讯神秘AI项目曝光,1
今年618还是在天猫省最多,1
雷军晒实测澎程N90Max续航视频,1
卢伟冰称小米国内首家自研发光材料,1
今年的天猫618也太好买了,1
王腾小米履历,1
腾讯七部热度破30000剧集,0
小米汽车4月交付量超3万台,1
雷军谈小米3nm自研芯片,1
雷军恳请大家转发辟谣,1
小米发布会,1
网警守护618购物安全,1
雷军问是否支持YU7改版本名,1
小米王化回应订单削减,1
小米2024年净利润272亿,1
小米玄戒O1芯片已出货超100万颗,1
618防暑未必花大价钱,1
小米汽车交付周期再次缩短,1
小米澎程低速慢行灯,1
小米17空降巴黎时装周,1
雷军确认第一代SU7停产,1
宝格丽CEO称小米成就堪比苹果,1
宇树王兴兴现身小米发布会,1
小米SU7Ultra,1
马云现身阿里巴巴园区,1
小米16提档,1
马云回国现身阿里总部,1
天猫发双11史上最大补贴消费券,1
小米或将恢复正常宣发,1
天猫国补买空调首次能叠千元券,1
小米YU7,1
小米音频眼镜二代将上线,1
多位车主称小米SU7自动泊车撞墙撞柱,0
小米机器人装配成功率98%,1
村支书卖小米被投诉,0
小米SU7被货车碾压还能开车门放音乐,1
小米汽车高层调整,1
小米徐洁云被通报批评,0
雷军宣布面向下个时代的智能设备,1
腾讯暴跌原因,0
雷军称小米YU7正大规模路测,1
和千玺开启天猫旗舰新体验,1
小米加国补省钱又靠谱,1
天猫十个勤天直播间实到10人,0
天猫88VIP大额券最后一波你用了吗,1
腾讯发了梓渝网易云新歌,1
雷军直播测续航变山东文旅安利,1
小米玄戒O3发布,1
腾讯2025新增永不合作公司名单,0
618期间淘宝再次登顶多国App下载榜,1
雷军称YU7有9成零件重新开发,0
雷军发布小米购置税补贴重要提示,1
雷军点赞小米车主助人善举,1
小米发布618战报,1
小米SU7被货车碾压还能开车门放音乐,1
陈震回应Model3和SU7哪个更好开,1
雷军发言前碎碎念演我备考,1
小米汽车回应为何不公布大定数字,1
阿里跌逾8%,0
雷军回应1300km只充一次电,0
小米挖孔机盖案法院认定存夸大宣传,0
小米笔记本,1
九十余人因触犯腾讯高压线被解聘,0
小米17pro复古掌机保护壳,1
雷军晒AI照,1
王化转岗到小米武汉总部,1
小米18Fold 国产芯存协同,1
腾讯总市值达7000亿美元,1
这届618红黄蓝的含金量还在上升,1
小米申请小米SU7MAX商标被驳回,1
小米澎程N90,1
雷军称去年每卖七部手机就有一部小米,1
小米通报网络黑公关案件,0
小米YU7定制服务,1
雷军回应小米汽车性能过剩,0
原小米高管王腾新公司获数千万元融资,1
小米首台万级大电池手机曝光,1
小米回应男子买小米YU7收到运损车,0
雷军位列全球最佳CEO第八,1
跟杨迪早10晚8上天猫抢硬通货,1
天猫12168元红包现在发用到爽,1
雷军回应小米自研发光材料,1
小米汽车交付量超30万台,1
杨幂用腾讯会议belike,1
小米全球总部15元的员工晚餐,0
服装店称因logo相似被小米起诉,0
雷军重现1300公里只充一次电原话,0
国补下苹果能成618最大赢家吗,1
小米全面支持苹果设备,1
消费者买到xiaonnri电视 小米回应,1
小米徕卡联名新机海外售价16000元,1
雷军小米YU7樱花照,1
叫板拍立得的小米随身拍来了,1
腾讯视频回应播放异常,0
雷军回应是否做10万以内车型,1
王腾晋升小米双料总经理,1
王腾曾被雷军点名动不动泄密,0
苏炳添收到雷军送的钻石黑小米SU7,1
小米集团开涨8%,1
腾讯游戏发布会前瞻看点,1
主流手机仅小米苹果未接入DeepSeek,0
天猫双11美妆买一赠一真5折,1
小米澎程实车内饰曝光,1
小米su7被大众追尾后者当场起火,0
小米SU7Ultra车标中炼出黄金,1
小米打假雷军致公众的一封信,0
雷军50来岁还是帅的太权威了,1
小米su7掉落山崖,0
腾讯回应被龙虾之父指责抄袭,1
卢伟冰回应小米宣布涨价,1
小米辣涨至28元1斤,0
小米员工称平均工时12小时仍被约谈,0
雷军说小米YU7不可能19.9万,1
小米史上最大电池手机曝光,1
字节腾讯同日抢人,1
新华社评小米对标苹果,0
小米称事故车起火并非自燃,1
去年腾讯20余人涉嫌犯罪被移送警方,0
小米SU7 Ultra,1
十个勤天在天猫双11上市了,1
小米18将首发高通2nm处理器,1
小米集团市值一天缩水800亿,0
抖音618抄底攻略来了,1
小米已投资健身公司,1
雷军感谢同行鼓励,1
雷军呼吁企业共同抵制水军黑公关,0
雷军回应小米手机是否涨价,1
小米SU7侧翻起火十余路人抬车救人,0
小米SU7Ultra赛道首撞,0
小米17首发第五代骁龙8至尊版,1
王腾小米工作经历配流汗表情,1
闫闯 小米,1
小米手机13岁生日,1
台风前夕腾讯把企鹅拴住了,0
俞敏洪回应送雷军英语课,1
老头乐向小米汽车致歉,1
小米18Fold,1
夜神小米15Ultra真的绝了,0
小米发布会,1
小米15Ultra夜神人像,1
小米系全线大涨,1
腾讯元宝下载量超DeepSeek,1
王腾回应吐槽小米汽车,1
小米卖一辆车亏6万多,0
车企齐贺小米汽车上市1周年,1
小米SU7Ultra的杯子被抢光了,0
小米发布会,1
小米汽车,1
阿里巴巴第三财季营收2848.4亿元,1
大疆pocket3天猫现货直降900,1
小米2024年财报,1
天猫双11今晚现货加码更好买,1
小米玄戒O1,1
小米财报,1
骄阳似我刷新腾讯纪录,1
智谱股价为何是小米的100倍,0
雷军称将推出小米驾校,1
小米澎程自在的空间,1
SU7Ultra是GT赛车首款中国车,1
用智搜分析看懂小米海报构图争议,1
小米YU7大定破20万台,1
天猫618史上折扣最大消费券来了,1
小米向YU7等待超3个月的用户送礼,0
曝小米18ProMax设定8500mAh电池,1
小米手机涨价300到500元,0
马丽真的代言了天猫年货节,1
雷军强烈推荐现在就换手机,1
腾讯官方晒首间办公室照片,1
雷军回应小米2025年净利润391.7亿,1
小米17Pro和iPhone17Pro真机对比,0
鸿蒙智行 小米,1
小米汽车高管辟谣SOS1秒接通宣传,0
腾讯2024年净利润2227亿,1
腾讯2025第一部破30000剧集,1
雷军回应小米汽车第二张牌还能不能赢,1
马云现身阿里巴巴云谷园区,1
小米扫地机器人自燃引发火灾,0
今天的快乐是京东618五折给的,1
卢伟冰回应小米16提档,1
鹅厂2026大剧片单,1
为什么中产害怕山姆阿里化,0
小米汽车澄清断轴谣言,0
卢伟冰官宣小米澎湃OS4,1
腾讯回应微信提现可免手续费,0
雷军谈小米汽车成功原因,1
腾讯视频星光大赏,1
雷军说未来每周或仅需工作3天,1
小杨哥东方甄选未进618销量前10,0
小米YU7路试,1
腾讯总市值达7000亿美元,1
小米新SU7车主很多来自BBA,1
英伟达下架天猫官方旗舰店所有商品,0
腾讯招商大会剧集预告热度排名,1
小米发布超级岛,1
拯救卫生巾不能只寄希望于雷军,1
雷军说YU7有不可替代的魅力,1
小米SU7断轴车主承认欺瞒网友,0
京东618晚会艺人阵容,1
南通小米su7,1
小米汽车,1
阿里吴嘉谈AI超级框就是全能助手,1
真没时间闹了618天猫大额券用了吗,1
小米YU7怎么读,1
小米二手车收一台卖一台,0
湖南卫视618开心夜阵容官宣,1
雷军回应凌晨五点多拍照,1
雷军回应不锈钢纸杯卖爆,0
雷军称小米增程亏电油耗很低,1
小米揽入特斯拉两员大将,1
阿里CEO称3年内不太可能出现AI泡沫,0
雷军现身发布会,1
小米称永不与大熊合作,0
雷军小米投诉村支书小米不如握手,0
天猫双11美妆补贴历史新高,1
阿里回应千问将与苹果AI合作,1
小米SU7Ultra定价52.99万元,1
腾讯视频二月大剧片单,1
小米增加增程式电动乘用车产品品种,1
李想回应把雷军关车里,1
雷军体验小鹏P7+频频点赞,1
雷军解锁泼水成冰,0
小米创首个纽北自动驾驶圈速纪录,1
小米很快会推出L3L4驾驶,1
小米机器人装配成功率98%,1
小米SU7被外借拍色情片车主决定卖车,0
俞敏洪称没雷军小米卖不了这么好,1
王腾的小米SU7Ultra泊车辅助遇bug,0
小米集团涨4.5%,1
小米15首批用户已收到新机,1
雷军做正式冲击纽北动员,1
